4732886.295	2049348.167	1801.5	30.55438616
4733090.108	2056498.079	1943.8	-31.9199957
4733000.197	2056964.627	1985.3	2.217418343
4732904.356	2057449.775	1990.2	-9.720387749
4732885.709	2057951.81	2011.5	6.263119262
4733023.464	2056314.276	1945.3	-12.37684268
4732829.915	2056687.718	1946.7	18.55045098
4732719.664	2057144.713	1987.1	9.132827838
4732728.136	2057658.602	2009.1	-19.22948951
4732612.78	2056338.857	2188.3	-20.4716719
4732214.612	2056791.388	2010.2	-3.218938638
4734303.096	2054574.02	2402.8	-345.9023355
4734010.118	2055091.768	2282.1	-338.6335981
4734154.054	2055593.927	2242.2	7.956744973
4734419.75	2056065.163	2195	23.31713891
4734001.421	2056329.3	2214.5	5.737299403
4733509.374	2056552.101	2131.9	-29.27656718
4733441.664	2057054.295	2116.4	62.14885178
4732833.246	2058229.678	1998.3	28.83988715
4731252.118	2050477.564	2102.6	54.51032027
4732008.285	2051240.376	2144.4	48.90446027
4732965.997	2051458.975	2237.1	48.5189833
4733852.78	2050998.236	2304.3	67.75316693
4732530.084	2052293.595	2372.7	92.94203281
4732243.405	2053210.122	2421.8	-12.38091379
4732064.316	2054370.927	2409	-46.16230666
4732227.56	2055573.402	2328.7	-50.14422856
4734316.715	2050171.838	2092.7	65.01235749
4735398.608	2049562.417	2109.3	9.576118699
4734696.681	2049324.485	1780.4	35.6867703
4733185.509	2050224.066	1746.5	71.81221181
4732321.953	2050289.701	1799.7	46.6578205
4730348.485	2049936.864	2045.4	104.3193849
4732000.236	2057776.255	2334.5	-20.0618767
4731055.969	2057978.023	2624.9	33.58540913
4731606.707	2058584.332	2197.1	19.56483013
4731157.756	2057282.611	2638.9	68.18482834
4731302.859	2055592.611	2880.2	-102.9665599
4731311.541	2054629.104	2940.5	-44.02899069
4731369.777	2053544.778	2667.8	-4.411190327
4731366.913	2052677.414	2992.9	-11.061678
4731103.534	2051636.837	2654.6	12.87059001
4732058.081	2056311.166	2395.1	-11.35532369
4731811.348	2052108.946	2660.5	23.78299867
4735498.245	2058312.339	2915.4	-4.625107554
4734947.685	2057476.876	2734.3	51.37967969
4737941.828	2058271.947	2362.3	35.95394826
4737289.434	2057645.271	2326.7	36.77768493
4737235.217	2057116.506	2360	11.69167536
4736380.699	2058084.287	2584.7	10.20439257
4735745.052	2057392.424	2514.1	10.25397813
4733492.719	2058665.874	2396.6	-78.1048496
4734521.694	2057197.379	2538.8	-27.1317872
4733937.978	2057352.468	2365.8	-29.77429292
4736805.057	2054492.435	2442.4	-209.329603
4736882.143	2053997.525	2533	-384.2482269
4734479.977	2051705.96	1646.3	135.9317552
4733790.483	2052418.196	1729.6	19.90695364
4733463.472	2053393.124	1792.8	-27.35959016
4733112.111	2054181.793	1906.8	-159.0509067
4732827.543	2055196.185	1921.8	-124.1718892
4734924.691	2054319.954	2719.6	-1064.367657
4735541.536	2054446.889	2733.6	-926.4861408
4737301.219	2054233.379	2745.2	-185.8991865
4737787.741	2054116.353	2753	-137.6912501
4737374.081	2053701.106	2672.6	-129.7472501
4737036.52	2053274.665	2584.7	38.46534893
4736819.197	2052860.774	2424.6	111.6759748
4736894.848	2051368.034	2081.9	70.76795877
4737125.444	2050906.03	2046.2	39.74509274
4737605.271	2050563.105	2009.2	42.52153659
4738068.402	2050551.336	1914.3	34.08136544
4735747.927	2053613.814	2413.6	285.9167175
4735456.207	2053226.043	2432.5	1192.061296
4735637.545	2052741.627	2377.6	681.0189858
4734995.8	2056141.682	2313.2	-438.1637091
4738683.437	2050630.54	1887.6	36.82349484
4739130.508	2050352.094	1903.4	7.560998328
4735996.659	2054059.452	2537.1	-700.5827342
4734292.772	2053487.509	2368	390.8652346
4734346.287	2054070.253	2379.9	-764.5898766
4734623.614	2054975.518	2406.9	575.0355748
4735105.07	2055108.198	2452.6	1318.305799
4735474.946	2054822.334	2505.5	-79.51610759
4736012.609	2054800.234	2523.4	-420.1683125
4736734.567	2051812.783	2028	93.55374867
4736503.115	2052248.142	2042.5	193.1221981
4736007.121	2052049.581	2099.4	240.1075278
4735375.753	2051897.909	2170.2	247.4290084
4735219.029	2052409.339	2225.2	473.2158456
4735086.796	2052874.244	2234.4	1184.678529
4734477.804	2053117.092	2309.2	472.3968023
4736172.547	2050587.62	1849.2	-399.1421733
4735690.877	2050909.108	1942.5	-217.1516857
4735346.782	2051315.199	1967.9	156.0580376
4736052.982	2051060.993	1937.8	143.3587023
4735844.451	2051514.527	2014.2	134.8238899
4736417.744	2057262.494	2287.9	15.60580689
4735964.843	2057032.291	2297.1	42.14932377
4735626.361	2056563.948	2265.9	143.7625063
4735057.58	2056637.694	2358.7	161.2069556
4734544.747	2056478.69	2405.1	77.45575843
4736621.93	2055483.568	2358.1	-186.4810813
4736706.736	2054975.14	2391.8	-218.0140428
4736369.002	2055827.436	2326.3	-53.63838081
4736092.975	2056336.048	2308.2	44.89442967
4739393.975	2050657.467	1988.9	7.013196515
4740605.143	2049409.865	2125.8	-13.73404611
4740899.307	2049772.981	2116	-16.92251157
4740550.888	2050187.34	2073.9	-22.50030243
4740664.957	2050633.301	2074.4	11.94296281
4741008.066	2050961.314	2010.5	8.02826547
4740906.307	2051456.836	1948.6	-40.63142742
4731857.954	2049296.007	1822.4	82.16896009
4733665.954	2048772.111	1790.5	106.8229448
